paymentID,orderID,creditCardNumber,useCash,useCreditCard,useRewardPoints
45,45,5048378651251160,FALSE,TRUE,FALSE
46,46,5048378651251170,FALSE,FALSE,TRUE
47,47,5048378651251180,FALSE,FALSE,TRUE
48,48,5048378651251190,FALSE,FALSE,TRUE
49,49,5048378651251200,FALSE,TRUE,FALSE
50,50,5048378651251210,FALSE,FALSE,TRUE
51,51,5048378651251220,FALSE,TRUE,FALSE
52,52,5048378651251230,FALSE,FALSE,TRUE
53,53,5048378651251240,FALSE,TRUE,FALSE
54,54,5048378651251250,FALSE,FALSE,TRUE
55,55,5048378651251260,FALSE,FALSE,TRUE
56,56,5048378651251270,FALSE,TRUE,FALSE
57,57,5048378651251280,TRUE,FALSE,FALSE
58,58,5048378651251290,FALSE,TRUE,FALSE
59,59,5048378651251300,FALSE,TRUE,FALSE
60,60,5048378651251310,FALSE,FALSE,TRUE
61,61,5048378651251320,TRUE,FALSE,FALSE
62,62,5048378651251330,FALSE,FALSE,TRUE
63,63,5048378651251340,FALSE,TRUE,FALSE
64,64,5048378651251350,FALSE,FALSE,TRUE
65,65,5048378651251360,FALSE,TRUE,FALSE
66,66,5048378651251370,FALSE,FALSE,TRUE
67,67,5048378651251380,TRUE,FALSE,FALSE
68,68,5048378651251390,FALSE,TRUE,FALSE
69,69,5048378651251400,TRUE,FALSE,FALSE
70,70,5048378651251410,FALSE,TRUE,FALSE
71,71,5048378651251420,TRUE,FALSE,FALSE
72,72,5048378651251430,TRUE,FALSE,FALSE
73,73,5048378651251440,FALSE,FALSE,TRUE
74,74,5048378651251450,TRUE,FALSE,FALSE
75,75,5048378651251460,FALSE,TRUE,FALSE
76,76,5048378651251470,FALSE,FALSE,TRUE
77,77,5048378651251480,FALSE,FALSE,TRUE
78,78,5048378651251490,FALSE,FALSE,TRUE
79,79,5048378651251500,FALSE,TRUE,FALSE
80,80,5048378651251510,FALSE,TRUE,FALSE
81,81,5048378651251520,FALSE,FALSE,TRUE
82,82,5048378651251530,FALSE,TRUE,FALSE
83,83,5048378651251540,FALSE,TRUE,FALSE
84,84,5048378651251550,FALSE,FALSE,TRUE
85,85,5048378651251560,FALSE,TRUE,FALSE
86,86,5048378651251570,FALSE,FALSE,TRUE
87,87,5048378651251580,FALSE,FALSE,TRUE
88,88,5048378651251590,FALSE,TRUE,FALSE
89,89,5048378651251600,FALSE,FALSE,TRUE
90,90,5048378651251610,FALSE,TRUE,FALSE
91,91,5048378651251620,TRUE,FALSE,FALSE
92,92,5048378651251630,TRUE,FALSE,FALSE
93,93,5048378651251640,FALSE,TRUE,FALSE
94,94,5048378651251650,TRUE,FALSE,FALSE
95,95,5048378651251660,FALSE,TRUE,FALSE
96,96,5048378651251670,FALSE,FALSE,TRUE
97,97,5048378651251680,FALSE,TRUE,FALSE
98,98,5048378651251690,FALSE,FALSE,TRUE
99,99,5048378651251700,FALSE,TRUE,FALSE
100,100,5048378651251710,FALSE,FALSE,TRUE
101,101,5048378651251720,FALSE,TRUE,FALSE
102,102,5048378651251730,FALSE,FALSE,TRUE
103,103,5048378651251740,FALSE,FALSE,TRUE
104,104,5048378651251750,FALSE,TRUE,FALSE
105,105,5048378651251760,FALSE,TRUE,FALSE
106,106,5048378651251770,FALSE,FALSE,TRUE
107,107,5048378651251780,TRUE,FALSE,FALSE
108,108,5048378651251790,FALSE,TRUE,FALSE
109,109,5048378651251800,FALSE,FALSE,TRUE
110,110,5048378651251810,FALSE,FALSE,TRUE
111,111,5048378651251820,FALSE,TRUE,FALSE
112,112,5048378651251830,FALSE,FALSE,TRUE
113,113,5048378651251840,TRUE,FALSE,FALSE
114,114,5048378651251850,FALSE,TRUE,FALSE
115,115,5048378651251860,FALSE,FALSE,TRUE
116,116,5048378651251870,TRUE,FALSE,FALSE
117,117,5048378651251880,TRUE,FALSE,FALSE
118,118,5048378651251890,FALSE,TRUE,FALSE
119,119,5048378651251900,FALSE,FALSE,TRUE
120,120,5048378651251910,FALSE,TRUE,FALSE
121,121,5048378651251920,TRUE,FALSE,FALSE
122,122,5048378651251930,FALSE,TRUE,FALSE
123,123,5048378651251940,TRUE,FALSE,FALSE
124,124,5048378651251950,FALSE,TRUE,FALSE
125,125,5048378651251960,FALSE,FALSE,TRUE
126,126,5048378651251970,FALSE,FALSE,TRUE
127,127,5048378651251980,FALSE,TRUE,FALSE
128,128,5048378651251990,TRUE,FALSE,FALSE
129,129,5048378651252000,FALSE,FALSE,TRUE
130,130,5048378651252010,FALSE,TRUE,FALSE
131,131,5048378651252020,FALSE,TRUE,FALSE
132,132,5048378651252030,FALSE,TRUE,FALSE
133,133,5048378651252040,TRUE,FALSE,FALSE
134,134,5048378651252050,FALSE,TRUE,FALSE
135,135,5048378651252060,TRUE,FALSE,FALSE
136,136,5048378651252070,FALSE,FALSE,TRUE
137,137,5048378651252080,FALSE,FALSE,TRUE
138,138,5048378651252090,FALSE,FALSE,TRUE
139,139,5048378651252100,FALSE,TRUE,FALSE
140,140,5048378651252110,FALSE,TRUE,FALSE
141,141,5048378651252120,FALSE,FALSE,TRUE
142,142,5048378651252130,FALSE,TRUE,FALSE
143,143,5048378651252140,FALSE,TRUE,FALSE
144,144,5048378651252150,TRUE,FALSE,FALSE
145,145,5048378651252160,FALSE,FALSE,TRUE
146,146,5048378651252170,FALSE,TRUE,FALSE
147,147,5048378651252180,FALSE,TRUE,FALSE
148,148,5048378651252190,FALSE,FALSE,TRUE
149,149,5048378651252200,FALSE,TRUE,FALSE
150,150,5048378651252210,TRUE,FALSE,FALSE
151,151,5048378651250720,TRUE,FALSE,FALSE
152,152,5048378651250730,FALSE,TRUE,FALSE
153,153,5048378651250740,TRUE,FALSE,FALSE
154,154,5048378651250750,FALSE,TRUE,FALSE
155,155,5048378651250760,FALSE,TRUE,FALSE
156,156,5048378651250770,FALSE,TRUE,FALSE
157,157,5048378651250780,FALSE,FALSE,TRUE
158,158,5048378651250790,FALSE,FALSE,TRUE
159,159,5048378651250800,FALSE,FALSE,TRUE
160,160,5048378651250810,FALSE,TRUE,FALSE
161,161,5048378651250820,FALSE,FALSE,TRUE
162,162,5048378651250830,FALSE,FALSE,TRUE
163,163,5048378651250840,FALSE,TRUE,FALSE
164,164,5048378651250850,FALSE,TRUE,FALSE
165,165,5048378651250860,FALSE,FALSE,TRUE
166,166,5048378651250870,FALSE,TRUE,FALSE
167,167,5048378651250880,FALSE,FALSE,TRUE
168,168,5048378651250890,FALSE,TRUE,FALSE
169,169,5048378651250900,FALSE,FALSE,TRUE
170,170,5048378651250910,FALSE,TRUE,FALSE
171,171,5048378651250920,FALSE,TRUE,FALSE
172,172,5048378651250930,FALSE,TRUE,FALSE
173,173,5048378651250940,TRUE,FALSE,FALSE
174,174,5048378651250950,FALSE,FALSE,TRUE
175,175,5048378651250960,FALSE,TRUE,FALSE
176,176,5048378651250970,FALSE,TRUE,FALSE
177,177,5048378651250980,FALSE,FALSE,TRUE
178,178,5048378651250990,TRUE,FALSE,FALSE
179,179,5048378651251000,FALSE,FALSE,TRUE
180,180,5048378651251010,FALSE,FALSE,TRUE
181,181,5048378651251020,FALSE,FALSE,TRUE
182,182,5048378651251030,FALSE,FALSE,TRUE
183,183,5048378651251040,FALSE,FALSE,TRUE
184,184,5048378651251050,TRUE,FALSE,FALSE
185,185,5048378651251060,FALSE,FALSE,TRUE
186,186,5048378651251070,FALSE,TRUE,FALSE
187,187,5048378651251080,FALSE,FALSE,TRUE
188,188,5048378651251090,FALSE,FALSE,TRUE
189,189,5048378651251100,FALSE,TRUE,FALSE
190,190,5048378651251110,TRUE,FALSE,FALSE
191,191,5048378651251120,FALSE,TRUE,FALSE
192,192,5048378651251130,FALSE,FALSE,TRUE
193,193,5048378651251140,TRUE,FALSE,FALSE
194,194,5048378651251150,FALSE,TRUE,FALSE
195,195,5048378651251160,FALSE,TRUE,FALSE
196,196,5048378651251170,FALSE,TRUE,FALSE
197,197,5048378651251180,FALSE,FALSE,TRUE
198,198,5048378651251190,FALSE,FALSE,TRUE
199,199,5048378651251200,FALSE,FALSE,TRUE
200,200,5048378651251210,TRUE,FALSE,FALSE
201,201,5048378651251220,FALSE,FALSE,TRUE
202,202,5048378651251230,TRUE,FALSE,FALSE
203,203,5048378651251240,FALSE,TRUE,FALSE
204,204,5048378651251250,FALSE,FALSE,TRUE
205,205,5048378651251260,FALSE,FALSE,TRUE
206,206,5048378651251270,FALSE,FALSE,TRUE
207,207,5048378651251280,FALSE,FALSE,TRUE
208,208,5048378651251290,FALSE,TRUE,FALSE
209,209,5048378651251300,FALSE,FALSE,TRUE
210,210,5048378651251310,TRUE,FALSE,FALSE
211,211,5048378651251320,FALSE,FALSE,TRUE
212,212,5048378651251330,FALSE,FALSE,TRUE
213,213,5048378651251340,TRUE,FALSE,FALSE
214,214,5048378651251350,FALSE,FALSE,TRUE
215,215,5048378651251360,FALSE,TRUE,FALSE
216,216,5048378651251370,FALSE,FALSE,TRUE
217,217,5048378651251380,FALSE,FALSE,TRUE
218,218,5048378651251390,FALSE,FALSE,TRUE
219,219,5048378651251400,FALSE,TRUE,FALSE
220,220,5048378651251410,FALSE,TRUE,FALSE
221,221,5048378651251420,FALSE,FALSE,TRUE
222,222,5048378651251430,FALSE,TRUE,FALSE
223,223,5048378651251440,FALSE,TRUE,FALSE
224,224,5048378651251450,FALSE,FALSE,TRUE
225,225,5048378651251460,FALSE,FALSE,TRUE
226,226,5048378651251470,FALSE,FALSE,TRUE
227,227,5048378651251480,FALSE,FALSE,TRUE
228,228,5048378651251490,FALSE,TRUE,FALSE
229,229,5048378651251500,FALSE,FALSE,TRUE
230,230,5048378651251510,FALSE,TRUE,FALSE
231,231,5048378651251520,FALSE,TRUE,FALSE
232,232,5048378651251530,FALSE,TRUE,FALSE
233,233,5048378651251540,FALSE,FALSE,TRUE
234,234,5048378651251550,TRUE,FALSE,FALSE
235,235,5048378651251560,FALSE,TRUE,FALSE
236,236,5048378651251570,TRUE,FALSE,FALSE
237,237,5048378651251580,FALSE,TRUE,FALSE
238,238,5048378651251590,FALSE,TRUE,FALSE
239,239,5048378651251600,FALSE,TRUE,FALSE
240,240,5048378651251610,FALSE,TRUE,FALSE
241,241,5048378651251620,FALSE,FALSE,TRUE
242,242,5048378651251630,TRUE,FALSE,FALSE
243,243,5048378651251640,TRUE,FALSE,FALSE
244,244,5048378651251650,FALSE,TRUE,FALSE
245,245,5048378651251660,FALSE,FALSE,TRUE
246,246,5048378651251670,FALSE,FALSE,TRUE
247,247,5048378651251680,TRUE,FALSE,FALSE
248,248,5048378651251690,FALSE,TRUE,FALSE
249,249,5048378651251700,TRUE,FALSE,FALSE
250,250,5048378651251710,FALSE,TRUE,FALSE
251,251,5048378651251720,FALSE,FALSE,TRUE
252,252,5048378651251730,FALSE,FALSE,TRUE
253,253,5048378651251740,FALSE,TRUE,FALSE
254,254,5048378651251750,FALSE,TRUE,FALSE
255,255,5048378651251760,FALSE,TRUE,FALSE
256,256,5048378651251770,FALSE,FALSE,TRUE
257,257,5048378651251780,FALSE,TRUE,FALSE
258,258,5048378651251790,FALSE,FALSE,TRUE
259,259,5048378651251800,FALSE,FALSE,TRUE
260,260,5048378651251810,TRUE,FALSE,FALSE
261,261,5048378651251820,FALSE,TRUE,FALSE
262,262,5048378651251830,FALSE,FALSE,TRUE
263,263,5048378651251840,TRUE,FALSE,FALSE
264,264,5048378651251850,FALSE,FALSE,TRUE
265,265,5048378651251860,FALSE,TRUE,FALSE
266,266,5048378651251870,TRUE,FALSE,FALSE
267,267,5048378651251880,TRUE,FALSE,FALSE
268,268,5048378651251890,FALSE,FALSE,TRUE
269,269,5048378651251900,FALSE,TRUE,FALSE
270,270,5048378651251910,FALSE,FALSE,TRUE
271,271,5048378651251920,FALSE,TRUE,FALSE
272,272,5048378651251930,FALSE,FALSE,TRUE
273,273,5048378651251940,FALSE,FALSE,TRUE
274,274,5048378651251950,FALSE,TRUE,FALSE
275,275,5048378651251960,FALSE,TRUE,FALSE
276,276,5048378651251970,FALSE,FALSE,TRUE
277,277,5048378651251980,FALSE,TRUE,FALSE
278,278,5048378651251990,FALSE,FALSE,TRUE
279,279,5048378651252000,TRUE,FALSE,FALSE
280,280,5048378651252010,FALSE,FALSE,TRUE
281,281,5048378651252020,FALSE,TRUE,FALSE
282,282,5048378651252030,FALSE,TRUE,FALSE
283,283,5048378651252040,TRUE,FALSE,FALSE
284,284,5048378651252050,TRUE,FALSE,FALSE
285,285,5048378651252060,FALSE,TRUE,FALSE
286,286,5048378651252070,FALSE,FALSE,TRUE
287,287,5048378651252080,FALSE,TRUE,FALSE
288,288,5048378651252090,FALSE,TRUE,FALSE
289,289,5048378651252100,FALSE,FALSE,TRUE
290,290,5048378651252110,FALSE,TRUE,FALSE
291,291,5048378651252120,TRUE,FALSE,FALSE
292,292,5048378651252130,TRUE,FALSE,FALSE
293,293,5048378651252140,FALSE,FALSE,TRUE
294,294,5048378651252150,FALSE,FALSE,TRUE
295,295,5048378651252160,FALSE,TRUE,FALSE
296,296,5048378651252170,FALSE,TRUE,FALSE
297,297,5048378651252180,TRUE,FALSE,FALSE
298,298,5048378651252190,FALSE,TRUE,FALSE
299,299,5048378651252200,TRUE,FALSE,FALSE
300,300,5048378651252210,FALSE,TRUE,FALSE
